ano_criacao_processo;numero_processo_formatado;numero_item_processo;situacao_compra_item_processo;codigo_elemento_item_despesa;nome_elemento_item_despesa;codigo_item_material_servico_numerico;item_material_servico;unnamed_8;unnamed_9;unnamed_10;quantidade_item_pedido;valor_unitario_referencia_item_pedido;valor_total_referencia_item_pedido
2026;0501044 000005/2026;8;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;69027;"SONDA DE USO MEDICO - IDENTIFICACAO: DE ASPIRACAO TRAQUEAL COM VALVULA; NUMERO/TAMANHO: 6; MATERIA-PRIMA: POLIVINIL TRANSPARENTE;";;;;1;0,68;544,0
2026;0501044 000005/2026;9;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;69078;"SONDA DE USO MEDICO - IDENTIFICACAO: ASPIRACAO TRAQUEAL; NUMERO/TAMANHO: COM VALVULA N.10; MATERIA-PRIMA: POLIVINIL TRANSPARENTE;";;;;1;0,85;238,0
2026;0501044 000005/2026;10;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1384929;"SERINGA DESCARTAVEL - MATERIA-PRIMA: POLIPROPILENO; CAPACIDADE: 20 ML, SEM AGULHA, BICO LATERAL E PONTA LUER SLIP;";;;;1;0,26;15340,0
2026;0501044 000005/2026;11;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1635123;"TAMPA PARA SISTEMA INTRAVENOSO - APLICACAO: CONEXAO MACHO E FEMEA; FINALIDADE: FECHAMENTO DE SISTEMA INTRAVENOSO; TIPO: PARA CONEXAO LUER LOCK MACHO / SLIP FEMEA; MEDIDAS: PADRAO;";;;;1;0,25;2025,0
2026;0501044 000005/2026;12;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;231088;"SONDA DE USO MEDICO - IDENTIFICACAO: NASOGASTRICA LONGA; NUMERO/TAMANHO: 20; MATERIA-PRIMA: POLIVINIL ATOXICO;";;;;1;1,09;87,2
2026;0501044 000005/2026;13;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;231576;"SONDA DE USO MEDICO - IDENTIFICACAO: URETRAL; NUMERO: 4; MATERIA-PRIMA: POLIVINIL ATOXICO;";;;;1;0,85;17,0
2026;0501044 000005/2026;14;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;228877;"SONDA DE USO MEDICO - IDENTIFICACAO: URETRAL; NUMERO: 10; MATERIA-PRIMA: POLIVINIL ATOXICO;";;;;1;0,46;97,98
2026;0501044 000005/2026;15;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;492019;"TALA PARA IMOBILIZACAO - MATERIA-PRIMA: METALICA, CHAPA FLEXIVEL, REVESTIDA EM ESPUMA; MEDIDAS: MEDINDO 20 X 2CM; FINALIDADE: IMOBILIZACAO DE DEDO;";;;;1;1,72;208,12
2026;0501044 000005/2026;16;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;228885;"SONDA DE USO MEDICO - IDENTIFICACAO: URETRAL; NUMERO/TAMANHO: 12; MATERIA-PRIMA: POLIVINIL ATOXICO;";;;;1;0,49;632,1
2026;0501044 000005/2026;17;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;231096;"SONDA DE USO MEDICO - IDENTIFICACAO: NASOGASTRICA LONGA; NUMERO/TAMANHO: 22; MATERIA-PRIMA: POLIVINIL ATOXICO;";;;;1;1,45;72,5
2026;0501044 000005/2026;18;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;924253;"SONDA DE USO MEDICO - IDENTIFICACAO: NASOENTERICA INFANTIL; NUMERO: 6G; MATERIA-PRIMA: POLIURETANO, COM PESO EM TUNGSTENIO OU ACO INOX;";;;;1;11,5;115,0
2026;0501044 000005/2026;19;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;230642;"SONDA DE USO MEDICO - IDENTIFICACAO: DE FOLEY 2 VIAS; NUMERO/TAMANHO: 18; MATERIA-PRIMA: BORRACHA NATURAL, SILICONIZADA;";;;;1;2,76;938,4
2026;0501044 000005/2026;20;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;231037;"SONDA DE USO MEDICO - IDENTIFICACAO: NASOGASTRICA LONGA; NUMERO/TAMANHO: 16; MATERIA-PRIMA: POLIVINIL ATOXICO;";;;;1;1,03;30,9
2026;0501044 000006/2026;1;Com Fornecedor Vencedor;3017;ARTIGOS PARA LIMPEZA E HIGIENE;1325256;"DETERGENTE NEUTRO - APLICACAO: ASSISTENCIA A SAUDE; TIPO: CONCENTRADO; ASPECTO FISICO: LIQUIDO VISCOSO, TRANSPARENTE A LIGEIR. AMARELADO; DILUICAO: 1:25 A 1:50; PH: 6,00 A 9,00; DENSIDADE: 0,900 A 1,100 (G/CM³);";;;;1;4,32;5184,0
2026;0501044 000006/2026;2;Com Fornecedor Vencedor;3014;MATERIAL RADIOLOGICO;305502;"FILME RADIOLOGICO PARA PROCESSAMENTO A SECO - IDENTIFICACAO: PARA TOMOGRAFIA PARA IMPRESSORA A SECO (DRY); TAMANHO: 35 X 43CM;";;;;1;7,5;90000,0
2026;0501044 000008/2026;1;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;80500;"ATADURA DE ALGODAO ORTOPEDICO - MEDIDAS: 20 CM X 1,80 M;";;;;1;1,1273;1582,72
2026;0501044 000008/2026;2;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;764892;"AGULHA PARA ESTIMULADOR DE NERVO PERIFERICO - MEDIDAS: 22 G (0,70 X 50 MM); TIPO: DESCARTAVEL; BISEL: ULTRA-CURTO; CANHAO: ANATOMICO, TRANSPARENTE;";;;;1;66,6812;13336,24
2026;0501044 000008/2026;3;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1233920;"AGULHA DESCARTAVEL - MEDIDAS (C X D): 40 X 1,2 MM COM DISPOSITIVO DE SEGURANCA; BISEL: TRIFACETADO COM PROTETOR; CANHAO: PLASTICO RESISTENTE NA COR PADRAO; CANULA: ACO INOX SILICONIZADA; ESTERIL: SIM;";;;;1;0,2146;25687,62
2026;0501044 000008/2026;4;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1555049;"BARREIRA PROTETORA OSTOMIA - TIPO: PLACA DE RESINA SINTETICA; APRESENTACAO: 20 X 20 CM; COMPOSICAO: HIDROCOLOIDES;";;;;1;34,8;348,0
2026;0501044 000008/2026;5;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1690094;"ALGODAO HIDROFILO -  FORMATO: MANTA; COMPOSICAO: 100% ALGODAO; COR: BRANCO; ESTERIL: NAO; APRESENTACAO: EMBALAGEM 500 G;";;;;1;12,6;2217,6
2026;0501044 000008/2026;6;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;80497;"ATADURA DE ALGODAO ORTOPEDICO - MEDIDAS: 15 CM X 1,80 M;";;;;1;0,8167;1019,24
2026;0501044 000008/2026;7;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1245058;"BOLSA PARA OSTOMIA - APLICACAO: PARA ESTOMA INTESTINAL, DUAS PECAS, USO ADULTO; TIPO: DRENAVEL; COR: OPACA; FILTRO: COM FILTRO DE CARVAO ATIVADO INTEGRADO; DIAMETRO: PRE-CORTE 10MM E RECORTE MAXIMO 65MM, FLANGE 70MM;";;;;1;31,33;6579,3
2026;0501044 000008/2026;8;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;80470;"ATADURA DE ALGODAO ORTOPEDICO - MEDIDAS: 10 CM X 1,80 M;";;;;1;0,5408;506,18
2026;0501044 000008/2026;9;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1986953;"ATADURA DE CREPOM - MATERIA-PRIMA: 100% ALGODAO; NUMERO DE FIOS: 13 FIOS/CM2; DIMENSOES (L X C ): 15 CM X 1,80 M EM REPOUSO; ESTERIL: NAO; CARACTERISTICAS GERAIS: BORDAS DELIMITADAS, ELASTICIDADE ADEQUADA;";;;;1;2,49;3944,16
2026;0501044 000008/2026;10;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1233890;"AGULHA DESCARTAVEL - MEDIDAS (C X D): 25 X 0,7 MM COM DISPOSITIVO DE SEGURANCA; BISEL: TRIFACETADO COM PROTETOR; CANHAO: PLASTICO RESISTENTE NA COR PADRAO; CANULA: ACO INOX SILICONIZADA; ESTERIL: SIM;";;;;1;0,184;975,2
2026;0501044 000008/2026;11;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;309680;"CONJUNTO DE DRENAGEM - TIPO: EXTERNA; APLICACAO: VENTRICULAR, INFANTIL;";;;;1;725,0;725,0
2026;0501044 000008/2026;12;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1953;"COMADRE EM PLASTICO USO HOSPITALAR - CAPACIDADE: MINIMA DE 2 LITROS; MODELO: COM ALCA;";;;;1;18,97;4363,1
2026;0501044 000008/2026;13;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;791644;"CONJUNTO PARA DRENAGEM MEDIASTINAL - NUMERO: 32; CAPACIDADE: DO FRASCO RESERVATORIO 2.000 ML;";;;;1;31,6;695,2
2026;0501044 000008/2026;14;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;803847;"CONJUNTO PARA DRENAGEM MEDIASTINAL - NUMERO: 26; CAPACIDADE: DO FRASCO RESERVATORIO 1.000 ML;";;;;1;27,0;108,0
2026;0501044 000008/2026;15;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;803871;"CONJUNTO PARA DRENAGEM MEDIASTINAL - NUMERO: 30; CAPACIDADE: DO FRASCO RESERVATORIO 2.000 ML;";;;;1;32,13;257,04
2026;0501044 000008/2026;16;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;228761;"COMPRESSA TIPO CAMPO OPERATORIO - MATERIA-PRIMA: 100% ALGODAO COM FILAMENTO RADIOPACO; CAMADAS: 4 CAMADAS SOBREPOSTAS; ESTERIL: SIM; DIMENSOES (L X C ): MINIMA DE 25 CM X 28 CM, EM REPOUSO; PESO: 20 G POR UNIDADE; BORDAS: COSTURADAS COM CADARCO NO MINIMO 18 CM; APRESENTACAO: PACOTE 5 UN;";;;;1;5,6662;63574,76
2026;0501044 000008/2026;17;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1696785;"COMPRESSA DE GAZE HIDROFILA - MATERIA-PRIMA: 100% ALGODAO; ESTERIL: SIM; DIMENSOES (L X C ): 7,5 CM X 7,5 CM FECHADA - 15 CM X 30 CM ABERTA; NUMERO DE FIOS: 13 FIOS/CM2; DOBRAS: 5; CAMADAS: 8; APRESENTACAO: PACOTE 10 UN;";;;;1;0,5285;41434,4
2026;0501044 000008/2026;18;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1229346;"COMPRESSA PARA LIMPEZA DE MATERIAL MEDICO - MATERIA-PRIMA: EM TECIDO ABSORVENTE, 100% ALGODAO; TIPO: NAO ESTERIL, SEM FILAMENTO RADIOPACO; PESO: PESANDO APROXIMADAMENTE 25 GRAMAS; DIMENSOES: MEDINDO APROXIMADAMENTE 45 X 50 CM;";;;;1;1,348;49037,54
2026;0501044 000008/2026;19;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1229265;"COLETOR DE MATERIAL PERFUROCORTANTE - CAPACIDADE VOLUMETRICA: 13 LITROS; REVESTIMENTO: CONFECCIONADO EM PAPELAO RIGIDO; FUNCAO: PARA DESCARTE DE MATERIAL PERFURO CORTANTE; TAMPA: COM PROTECAO CONTRA VAZAMENTOS; SEGURANCA: RESISTENTE A QUEDA E TOMBAMENTO;";;;;1;65,4;13080,0
2026;0501044 000008/2026;20;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1902946;"LENCOL DESCARTAVEL USO HOSPITALAR - MATERIA-PRIMA: PAPEL CREPADO BRANCO 25 G/M2, 100% CELULOSE VIRGEM; LARGURA: 70 CM;";;;;1;7,75;542,5
2026;0501044 000008/2026;21;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;319163;"HEMOSTATICO DE GELATINA, ABSORVIVEL - IDENTIFICACAO: ESPONJA DE 7 X 5 CM; APLICACAO: ABSORCAO DE SANGUE E CONTENCAO DE HEMORRAGIAS;";;;;1;62,89;3773,4
2026;0501044 000008/2026;22;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;58777;"ETIQUETA ADESIVA USO HOSPITALAR - MATERIA-PRIMA: PAPEL FOSCO; TAMANHO: APROXIMADO DE 5,5 X 2,5CM; DIZERES: DATA, HORA, ASSINATURA E O DIA DA SEMANA; COR: UMA PARA CADA DIA DA SEMANA CONFORME COMPLEMENTO;";;;;1;0,05;403,2
2026;0501044 000008/2026;23;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;155608;"EXTENSOR DESCARTAVEL DE EQUIPO MEDICO CIRURGICO - COMPONENTES: PINCA CORTA FLUXO; COMPRIMENTO: 60 CM; MATERIA-PRIMA: PVC TRANSPARENTE;";;;;1;1,82;3276,0
2026;0501044 000008/2026;24;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;516554;"FITA CIRURGICA - TIPO: MICROPOROSA; MEDIDAS: 50MM X 10M;";;;;1;3,42;3693,6
2026;0501044 000008/2026;25;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;804010;"ELETRODO PARA ECG - MATERIA-PRIMA: ESPUMA ; TAMANHO: NEONATAL;";;;;1;0,25;25,0
2026;0501044 000008/2026;26;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;284076;"FRASCO COLETOR DE SECRECOES - TIPO: DESCARTAVEL; APLICACAO: ASPIRACAO DAS VIAS AEREAS; CAPACIDADE: 500 ML; MATERIA-PRIMA: PVC RIGIDO;";;;;1;13,07;5162,65
2026;0501044 000008/2026;27;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;810576;"GAZE HIDROFILA - MATERIA-PRIMA: 100% ALGODAO; ESTERIL: SIM; DIMENSOES (L X C ): 91 CM X 60 CM ABERTA; NUMERO DE FIOS: 13 FIOS/CM2; DOBRAS: MINIMO 3; CAMADAS: 8; APRESENTACAO: PACOTE 1 UN;";;;;1;1,18;55460,0
2026;0501044 000008/2026;28;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;804002;"ELETRODO PARA ECG - MATERIA-PRIMA: ESPUMA; TAMANHO: ADULTO ;";;;;1;0,2198;21980,0
2026;0501044 000008/2026;29;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;232181;"FRASCO COLETOR DE SECRECOES - TIPO: DESCARTAVEL; APLICACAO: BRONCOSPIA E ENDOSCOPIA; CAPACIDADE: 70 ML; MATERIA-PRIMA: PVC CRISTAL;";;;;1;4,07;2421,65
2026;0501044 000008/2026;30;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;894818;"COLETE - IDENTIFICACAO: PUTTI, TAMANHO PEQUENO, ALTO; MATERIA-PRIMA: ELASTICO DE ALTA RESISTENCIA; FINALIDADE: ESTABILIZACAO DA REGIAO DORSO-LOMBOSSACRAL;";;;;1;135,0;405,0
2026;0501044 000008/2026;31;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;151718;"CANULA DESCARTAVEL PARA TRAQUEOSTOMIA - TIPO: COM BALONETE; NUMERO: 7,5; MATERIA-PRIMA: PVC ATOXICO, SILICONIZADO, RADIOPACO; CARACTERISTICA ESPECIAL: NAO APLICAVEL; DIAMETRO INTERNO: 7,5 MM; DIAMETRO EXTERNO: 11,3 MM, APROXIMADAMENTE; COMPRIMENTO TOTAL: 73 MM, APROXIMADAMENTE; DIAMETRO CONEXAO: 15 MM; COMPONENTES (1): MANDRIL DE ENTUBACAO; COMPONENTES (2): PLACA FIXACAO C/ IDENTIF. DIAMETROS INT. E EXTERNO; COMPONENTES (3): FITA DE FIXACAO;";;;;1;12,7;381,0
2026;0501044 000008/2026;32;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;264580;"CANULA DE GUEDEL - NUMERO: 3;";;;;1;1,79;7,16
2026;0501044 000008/2026;33;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;151254;"BOLSA VENTILATORIA  - CAPACIDADE VOLUMETRICA: 3 L; SEIS GOMOS; MATERIA-PRIMA: LATEX NATURAL, NA COR AZUL;";;;;1;26,14;522,8
2026;0501044 000008/2026;34;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;151416;"CANULA DE GUEDEL - NUMERO: 4;";;;;1;1,74;6,96
2026;0501044 000008/2026;35;Com Fornecedor Vencedor;3024;PECAS E ACESSORIOS P/ EQUIP.  E OUTROS MATERIAIS PERMANENTES;114278;"CAPA PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: DIMENSOES NAO INFERIORES A 110 A 160CM; MATERIA-PRIMA: POLIETILENO TRANSPARENTE, COM ACESSORIOS FIXACAO; EQUIPAMENTO: INTENSIFICADOR DE IMAGEM / ARCO CIRURGICO EM C; REFERENCIA: REGISTRO NA ANVISA;";;;;1;4,44;3552,0
2026;0501044 000008/2026;36;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;421367;"CANULA DESCARTAVEL PARA TRAQUEOSTOMIA - TIPO: COM BALONETE; NUMERO: 8,0; MATERIA-PRIMA: PVC ATOXICO, SILICONIZADO, RADIOPACO; CARACTERISTICA ESPECIAL: NAO APLICAVEL; DIAMETRO INTERNO: 8,0 MM; DIAMETRO EXTERNO: 11,9 MM, APROXIMADAMENTE; COMPRIMENTO TOTAL: 75,5 MM, APROXIMADAMENTE; DIAMETRO CONEXAO: 15 MM; COMPONENTES (1): MANDRIL DE ENTUBACAO; COMPONENTES (2): PLACA FIXACAO C/ IDENTIF. DIAMETROS INT. E EXTERNO; COMPONENTES (3): FITA DE FIXACAO;";;;;1;12,7;508,0
2026;0501044 000008/2026;37;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;421359;"CANULA DESCARTAVEL PARA TRAQUEOSTOMIA - TIPO: COM BALONETE; NUMERO: 7,0; MATERIA-PRIMA: PVC ATOXICO, SILICONIZADO, RADIOPACO; CARACTERISTICA ESPECIAL: NAO APLICAVEL; DIAMETRO INTERNO: 7,0 MM; DIAMETRO EXTERNO: 10,5 MM, APROXIMADAMENTE; COMPRIMENTO TOTAL: 70 MM, APROXIMADAMENTE; DIAMETRO CONEXAO: 15 MM; COMPONENTES (1): MANDRIL DE ENTUBACAO; COMPONENTES (2): PLACA FIXACAO C/ IDENTIF. DIAMETROS INT. E EXTERNO; COMPONENTES (3): FITA DE FIXACAO;";;;;1;12,8;128,0
2026;0501044 000008/2026;38;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;306061;"CAMPO CIRURGICO - MATERIA-PRIMA: NAO TECIDO, SMS PLASTIFICADO; DESCARTAVEL; 60G/M2; TAMANHO: 1,10M X 2,30M;";;;;1;9,2155;6708,88
2026;0501044 000008/2026;39;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;658642;"COLCHAO DE USO HOSPITALAR - MODELO: CAIXA DE OVO; ADULTO; DENSIDADE: D28; MATERIA-PRIMA: ESPUMA; REVESTIMENTO: SEM REVESTIMENTO; TRATAMENTO: NAO APLICAVEL; DIMENSOES: 190 CM X 0,80 CM; ALTURA: 6 CM (ESPESSURA);";;;;1;42,0;5922,0
2026;0501044 000008/2026;40;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1533762;"TOALHA CIRURGICA, DESCARTAVEL - MATERIA-PRIMA: FIBRAS MISTAS; DIMENSOES (L X C ): 50 CM X 60 CM (+ OU - 10% AREA TOTAL); COR: BRANCA; GRAMATURA: MINIMA 60 G; ESTERIL: NAO; CARACTERISTICAS GERAIS: AUTOCLAVAVEL, ATOXICA E SUPERABSORVENTE;";;;;1;0,9268;14504,42
2026;0501044 000008/2026;41;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;382221;"TORNEIRA CIRURGICA - NUMERO DE VIAS: 3; VALVULA: SEM VALVULA; EXTREMIDADE: MACHO LUER LOCK REVERSIVEL E LOCK; ESTERIL: SIM; MATERIA-PRIMA: PLASTICO TRANSPARENTE; CARACTERISTICAS GERAIS: ORIENTADOR DE FLUXO COLORIDO, COM SETAS VISIVEIS;";;;;1;0,57;1710,0
2026;0501044 000008/2026;42;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1533746;"TOALHA CIRURGICA, DESCARTAVEL - MATERIA-PRIMA: FIBRAS MISTAS; DIMENSOES (L X C ): 28 CM X 35 CM (+ OU - 10% AREA TOTAL); COR: BRANCA; GRAMATURA: MINIMA 60 G; ESTERIL: NAO; CARACTERISTICAS GERAIS: AUTOCLAVAVEL, ATOXICA E SUPERABSORVENTE;";;;;1;0,3448;20825,92
2026;0501044 000009/2026;1;Com Fornecedor Vencedor;3998;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;131318;ANESTESIA GERAL/SEDACAO EXAME RESSONANCIA MAGNETICA DIVERSAS PARTES DO CORPO PARA PACIENTES ADULTOS CRITICOS;;;;1;450,0;900,0
2026;0501044 000009/2026;2;Com Fornecedor Vencedor;3998;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;131300;ADMINISTRACAO CONTRASTE PARAMAGNETICO EXAME DE RESSONANCIA MAGNETICA, PARTES DO CORPO, PACIENTES ADULTOS CRITICOS.;;;;1;100,0;600,0
2026;0501044 000009/2026;3;Com Fornecedor Vencedor;3998;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;62740;EXAMES DE DOPPLER COLORIDO ARTERIAL OU VENOSO DE MEMBRO SUPERIOR OU INFERIOR (POR MEMBRO, UNILATERAL).IMAGENS E LAUDOS;;;;1;150,0;900,0
2026;0501044 000009/2026;4;Com Fornecedor Vencedor;3998;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;62758;EXAMES DE DOPPLER COLORIDO DE ARTERIAS OU VEIAS CERVICAIS BILATERAL, INCLUINDO IMAGENS IMPRESSAS E LAUDOS MEDICOS;;;;1;150,0;900,0
2026;0501044 000009/2026;5;Com Fornecedor Vencedor;3998;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;57754;EXAMES DE TOMOGRAFIA COMPUTADORIZADA,EM VARIAS PARTES DO CORPO, INCLUINDO FILMES REVELADOS E LAUDOS MEDICOS;;;;1;290,0;1450,0
2026;0501044 000009/2026;6;Com Fornecedor Vencedor;3998;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;60038;ADMINISTRACAO DE CONTRASTE IODADO PARA EXAMES DE TOMOGRAFIA COMPUTADORIZADA;;;;1;150,0;750,0
2026;0501044 000009/2026;7;Com Fornecedor Vencedor;3998;SERVICOS DE SAUDE PRESTADOS CONTRATUALMENTE POR PESSOA JURIDICA;131296;EXAME RESSONANCIA MAGNETICA, PARTES DO CORPO, PACIENTE ADULTO CRITICO, INCLUINDO IMAGENS IMPRESSAS E LAUDOS MEDICOS;;;;1;400,0;3600,0
2026;0501044 000010/2026;1;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1989545;"CURATIVO - APRESENTACAO: NAO ADESIVO 100% COMPOSTO POR ESPUMA POLIURETANO;; MEDIDA: APROXIMADAMENTE 10 X 10 CM;";;;;1;22,5;2587,5
2026;0501044 000010/2026;2;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1638009;"CURATIVO - APRESENTACAO: TELA DE MALHA IMPREGNADA COM PETROLATUM; MEDIDA: 7,5 CM X 20 CM, APROXIMADAMENTE;";;;;1;4,11;4882,68
2026;0501044 000010/2026;3;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1957961;"CURATIVO - APRESENTACAO: PLACA ESTERIL DE HIDROFIBRA COM PRATA; MEDIDA: 20CM X 30CM;";;;;1;177,6697;95053,28
2026;0501044 000010/2026;4;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1957856;"CURATIVO DE POLIURETANO - COMPOSICAO: ESPUMA DE POLIURETANO REVESTIDA POR SILICONE; APRESENTACAO: 10CM X 20CM APROXIMADAMENTE, SEM BORDA ADESIVA;";;;;1;29,46;4124,4
2026;0501044 000010/2026;5;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;553875;"CURATIVO DE POLIURETANO - COMPOSICAO: TRANSPARENTE, NAO ESTERIL, COBERTURA SECUNDARIA; APRESENTACAO: 15CM X 10M (L X C);";;;;1;104,0;3328,0
2026;0501044 000010/2026;6;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;229253;"CURATIVO DE POLIURETANO - COMPOSICAO: TRANSPARENTE ESTERIL; APRESENTACAO: 6 X 7CM;";;;;1;1,34;134,0
2026;0501044 000010/2026;7;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1957970;"CURATIVO - APRESENTACAO: PLACA ESTERIL DE HIDROFIBRA COM PRATA; MEDIDA: 15CM X 15CM;";;;;1;67,2832;49116,73
2026;0501044 000010/2026;8;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1957902;"CURATIVO DE POLIURETANO - COMPOSICAO: ESPUMA DE POLIURETANO REVESTIDA POR SILICONE; APRESENTACAO: SACRAL 23X25CM APROX, C BORDA ADESIVA DE SILICONE;";;;;1;76,45;24464,0
2026;0501044 000010/2026;9;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1949594;"CURATIVO - APRESENTACAO: SOLUCAO PARA LIMPEZA, DESCONTAMINACAO E HIDRATACAO; MEDIDA: FRASCO 350 ML;";;;;1;46,1416;22609,38
2026;0501044 000010/2026;10;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;1957872;"CURATIVO DE POLIURETANO - COMPOSICAO: ESPUMA DE POLIURETANO REVESTIDA POR SILICONE; APRESENTACAO: 20CM X 20CM APROXIMADAMENTE, SEM BORDA ADESIVA;";;;;1;64,78;11012,6
2026;0501044 000010/2026;11;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;935190;"DISPOSITIVO INTRAVENOSO PARA ACESSO PERIFERICO - CATETER: EXTERNO 22 G; MATERIA-PRIMA: POLIURETANO, RADIOPACO, FLEXIVEL, ATOXICO; AGULHA: COM BISEL TRIFACETADO; EMPUNHADURA: COLORIDA; CAMARA DE REFLUXO: TRANSPARENTE; CANULA: TRANSPARENTE; MANDRIL: SIM; SISTEMA SEGURANCA: SIM;";;;;1;2,04;12138,0
2026;0501044 000010/2026;12;Com Fornecedor Vencedor;3010;MATERIAL MEDICO E HOSPITALAR;154954;"DRENO DESCARTAVEL - FINALIDADE: SUCCAO CONTINUA DE RESIDUOS ORGANICOS; AGULHA: 3,2MM;";;;;1;15,41;416,07
